discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,country_name,country_code,country_3_letter_code,index_code
Judo,sydney-2000,52  57kg lightweight women,Women,BRONZE,Athlete,australia,AU,AUS,Judosydney-2000WomenBRONZEAustralia
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,GOLD,Athlete,france,FR,FRA,Judosydney-2000WomenGOLDFrance
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,SILVER,Athlete,china,CN,CHN,Judosydney-2000WomenSILVERPeople's Republic of China
Canoe Slalom,sydney-2000,K1 kayak single men,Men,GOLD,Athlete,germany,DE,GER,Canoe Slalomsydney-2000MenGOLDGermany
Canoe Slalom,sydney-2000,K1 kayak single men,Men,SILVER,Athlete,united kingdom,GB,GBR,Canoe Slalomsydney-2000MenSILVERGreat Britain
Canoe Slalom,sydney-2000,K1 kayak single men,Men,BRONZE,Athlete,italy,IT,ITA,Canoe Slalomsydney-2000MenBRONZEItaly
Canoe Slalom,sydney-2000,C2 canoe double men,Men,GOLD,GameTeam,slovakia,SK,SVK,Canoe Slalomsydney-2000MenGOLDSlovakia
Canoe Slalom,sydney-2000,C2 canoe double men,Men,SILVER,GameTeam,poland,PL,POL,Canoe Slalomsydney-2000MenSILVERPoland
Canoe Slalom,sydney-2000,C2 canoe double men,Men,BRONZE,GameTeam,czech republic,CZ,CZE,Canoe Slalomsydney-2000MenBRONZECzech Republic
Canoe Slalom,sydney-2000,C1 canoe single men,Men,GOLD,Athlete,france,FR,FRA,Canoe Slalomsydney-2000MenGOLDFrance
Canoe Slalom,sydney-2000,C1 canoe single men,Men,SILVER,Athlete,slovakia,SK,SVK,Canoe Slalomsydney-2000MenSILVERSlovakia
Canoe Slalom,sydney-2000,C1 canoe single men,Men,BRONZE,Athlete,slovakia,SK,SVK,Canoe Slalomsydney-2000MenBRONZESlovakia
Canoe Slalom,sydney-2000,K1 kayak single women,Women,GOLD,Athlete,czech republic,CZ,CZE,Canoe Slalomsydney-2000WomenGOLDCzech Republic
Canoe Slalom,sydney-2000,K1 kayak single women,Women,SILVER,Athlete,france,FR,FRA,Canoe Slalomsydney-2000WomenSILVERFrance
Canoe Slalom,sydney-2000,K1 kayak single women,Women,BRONZE,Athlete,france,FR,FRA,Canoe Slalomsydney-2000WomenBRONZEFrance
Hockey,sydney-2000,hockey women,Women,GOLD,GameTeam,australia,AU,AUS,Hockeysydney-2000WomenGOLDAustralia
Hockey,sydney-2000,hockey women,Women,SILVER,GameTeam,argentina,AR,ARG,Hockeysydney-2000WomenSILVERArgentina
Hockey,sydney-2000,hockey women,Women,BRONZE,GameTeam,netherlands,NL,NED,Hockeysydney-2000WomenBRONZENetherlands
Hockey,sydney-2000,hockey men,Men,GOLD,GameTeam,netherlands,NL,NED,Hockeysydney-2000MenGOLDNetherlands
Hockey,sydney-2000,hockey men,Men,SILVER,GameTeam,south korea,KR,KOR,Hockeysydney-2000MenSILVERRepublic of Korea
Hockey,sydney-2000,hockey men,Men,BRONZE,GameTeam,australia,AU,AUS,Hockeysydney-2000MenBRONZEAustralia
Fencing,sydney-2000,épée team men,Men,GOLD,GameTeam,italy,IT,ITA,Fencingsydney-2000MenGOLDItaly
Fencing,sydney-2000,épée team men,Men,SILVER,GameTeam,france,FR,FRA,Fencingsydney-2000MenSILVERFrance
Fencing,sydney-2000,épée team men,Men,BRONZE,GameTeam,cuba,CU,CUB,Fencingsydney-2000MenBRONZECuba
Fencing,sydney-2000,épée individual women,Women,GOLD,Athlete,hungary,HU,HUN,Fencingsydney-2000WomenGOLDHungary
Fencing,sydney-2000,épée individual women,Women,SILVER,Athlete,switzerland,CH,SUI,Fencingsydney-2000WomenSILVERSwitzerland
Fencing,sydney-2000,épée individual women,Women,BRONZE,Athlete,france,FR,FRA,Fencingsydney-2000WomenBRONZEFrance
Fencing,sydney-2000,épée individual men,Men,GOLD,Athlete,russia,RU,RUS,Fencingsydney-2000MenGOLDRussian Federation
Fencing,sydney-2000,épée individual men,Men,BRONZE,Athlete,south korea,KR,KOR,Fencingsydney-2000MenBRONZERepublic of Korea
Fencing,sydney-2000,sabre team men,Men,BRONZE,GameTeam,germany,DE,GER,Fencingsydney-2000MenBRONZEGermany
Fencing,sydney-2000,foil team women,Women,GOLD,GameTeam,italy,IT,ITA,Fencingsydney-2000WomenGOLDItaly
Fencing,sydney-2000,foil team women,Women,SILVER,GameTeam,poland,PL,POL,Fencingsydney-2000WomenSILVERPoland
Fencing,sydney-2000,foil team women,Women,BRONZE,GameTeam,germany,DE,GER,Fencingsydney-2000WomenBRONZEGermany
Fencing,sydney-2000,foil team men,Men,GOLD,GameTeam,france,FR,FRA,Fencingsydney-2000MenGOLDFrance
Fencing,sydney-2000,foil team men,Men,SILVER,GameTeam,china,CN,CHN,Fencingsydney-2000MenSILVERPeople's Republic of China
Fencing,sydney-2000,foil team men,Men,BRONZE,GameTeam,italy,IT,ITA,Fencingsydney-2000MenBRONZEItaly
Fencing,sydney-2000,foil individual women,Women,SILVER,Athlete,germany,DE,GER,Fencingsydney-2000WomenSILVERGermany
Fencing,sydney-2000,foil individual women,Women,BRONZE,Athlete,italy,IT,ITA,Fencingsydney-2000WomenBRONZEItaly
Fencing,sydney-2000,épée team women,Women,GOLD,GameTeam,russia,RU,RUS,Fencingsydney-2000WomenGOLDRussian Federation
Fencing,sydney-2000,épée team women,Women,BRONZE,GameTeam,china,CN,CHN,Fencingsydney-2000WomenBRONZEPeople's Republic of China
Fencing,sydney-2000,foil individual men,Men,GOLD,Athlete,south korea,KR,KOR,Fencingsydney-2000MenGOLDRepublic of Korea
Fencing,sydney-2000,foil individual men,Men,SILVER,Athlete,germany,DE,GER,Fencingsydney-2000MenSILVERGermany
Fencing,sydney-2000,foil individual men,Men,BRONZE,Athlete,russia,RU,RUS,Fencingsydney-2000MenBRONZERussian Federation
Fencing,sydney-2000,sabre individual men,Men,GOLD,Athlete,romania,RO,ROU,Fencingsydney-2000MenGOLDRomania
Cycling Mountain Bike,sydney-2000,cross-country men,Men,GOLD,Athlete,france,FR,FRA,Cycling Mountain Bikesydney-2000MenGOLDFrance
Cycling Mountain Bike,sydney-2000,cross-country men,Men,SILVER,Athlete,belgium,BE,BEL,Cycling Mountain Bikesydney-2000MenSILVERBelgium
Cycling Mountain Bike,sydney-2000,cross-country men,Men,BRONZE,Athlete,switzerland,CH,SUI,Cycling Mountain Bikesydney-2000MenBRONZESwitzerland
Cycling Mountain Bike,sydney-2000,cross-country women,Women,GOLD,Athlete,italy,IT,ITA,Cycling Mountain Bikesydney-2000WomenGOLDItaly
Cycling Mountain Bike,sydney-2000,cross-country women,Women,SILVER,Athlete,switzerland,CH,SUI,Cycling Mountain Bikesydney-2000WomenSILVERSwitzerland
Cycling Mountain Bike,sydney-2000,cross-country women,Women,BRONZE,Athlete,spain,ES,ESP,Cycling Mountain Bikesydney-2000WomenBRONZESpain
Equestrian Dressage,sydney-2000,team mixed,Open,GOLD,GameTeam,germany,DE,GER,Equestrian Dressagesydney-2000OpenGOLDGermany
Equestrian Dressage,sydney-2000,team mixed,Open,SILVER,GameTeam,netherlands,NL,NED,Equestrian Dressagesydney-2000OpenSILVERNetherlands
Equestrian Dressage,sydney-2000,team mixed,Open,BRONZE,GameTeam,united states,US,USA,Equestrian Dressagesydney-2000OpenBRONZEUnited States of America
Equestrian Dressage,sydney-2000,individual mixed,Open,GOLD,Athlete,netherlands,NL,NED,Equestrian Dressagesydney-2000OpenGOLDNetherlands
Equestrian Dressage,sydney-2000,individual mixed,Open,SILVER,Athlete,germany,DE,GER,Equestrian Dressagesydney-2000OpenSILVERGermany
Equestrian Dressage,sydney-2000,individual mixed,Open,BRONZE,Athlete,germany,DE,GER,Equestrian Dressagesydney-2000OpenBRONZEGermany
Volleyball,sydney-2000,volleyball women,Women,GOLD,GameTeam,cuba,CU,CUB,Volleyballsydney-2000WomenGOLDCuba
Volleyball,sydney-2000,volleyball women,Women,SILVER,GameTeam,russia,RU,RUS,Volleyballsydney-2000WomenSILVERRussian Federation
Volleyball,sydney-2000,volleyball women,Women,BRONZE,GameTeam,brazil,BR,BRA,Volleyballsydney-2000WomenBRONZEBrazil
Volleyball,sydney-2000,volleyball men,Men,GOLD,GameTeam,serbia,CSXX,SCG,Volleyballsydney-2000MenGOLDSerbia and Montenegro
Volleyball,sydney-2000,volleyball men,Men,SILVER,GameTeam,russia,RU,RUS,Volleyballsydney-2000MenSILVERRussian Federation
Volleyball,sydney-2000,volleyball men,Men,BRONZE,GameTeam,italy,IT,ITA,Volleyballsydney-2000MenBRONZEItaly
Cycling Track,sydney-2000,Keirin men,Men,GOLD,Athlete,france,FR,FRA,Cycling Tracksydney-2000MenGOLDFrance
Cycling Track,sydney-2000,Keirin men,Men,SILVER,Athlete,australia,AU,AUS,Cycling Tracksydney-2000MenSILVERAustralia
Cycling Track,sydney-2000,Keirin men,Men,BRONZE,Athlete,germany,DE,GER,Cycling Tracksydney-2000MenBRONZEGermany
Cycling Track,sydney-2000,Sprint individual men,Men,GOLD,Athlete,united states,US,USA,Cycling Tracksydney-2000MenGOLDUnited States of America
Cycling Track,sydney-2000,Sprint individual men,Men,SILVER,Athlete,france,FR,FRA,Cycling Tracksydney-2000MenSILVERFrance
Cycling Track,sydney-2000,1km time trial men,Men,GOLD,Athlete,united kingdom,GB,GBR,Cycling Tracksydney-2000MenGOLDGreat Britain
Cycling Track,sydney-2000,1km time trial men,Men,SILVER,Athlete,germany,DE,GER,Cycling Tracksydney-2000MenSILVERGermany
Cycling Track,sydney-2000,1km time trial men,Men,BRONZE,Athlete,australia,AU,AUS,Cycling Tracksydney-2000MenBRONZEAustralia
Cycling Track,sydney-2000,Points Race men,Men,GOLD,Athlete,spain,ES,ESP,Cycling Tracksydney-2000MenGOLDSpain
Cycling Track,sydney-2000,Points Race men,Men,SILVER,Athlete,uruguay,UY,URU,Cycling Tracksydney-2000MenSILVERUruguay
Cycling Track,sydney-2000,Points Race men,Men,BRONZE,Athlete,russia,RU,RUS,Cycling Tracksydney-2000MenBRONZERussian Federation
Cycling Track,sydney-2000,500m time trial women,Women,GOLD,Athlete,france,FR,FRA,Cycling Tracksydney-2000WomenGOLDFrance
Cycling Track,sydney-2000,500m time trial women,Women,SILVER,Athlete,australia,AU,AUS,Cycling Tracksydney-2000WomenSILVERAustralia
Cycling Track,sydney-2000,500m time trial women,Women,BRONZE,Athlete,china,CN,CHN,Cycling Tracksydney-2000WomenBRONZEPeople's Republic of China
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,GOLD,GameTeam,germany,DE,GER,Cycling Tracksydney-2000MenGOLDGermany
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,SILVER,GameTeam,ukraine,UA,UKR,Cycling Tracksydney-2000MenSILVERUkraine
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,BRONZE,GameTeam,united kingdom,GB,GBR,Cycling Tracksydney-2000MenBRONZEGreat Britain
Cycling Track,sydney-2000,points race women,Women,GOLD,Athlete,italy,IT,ITA,Cycling Tracksydney-2000WomenGOLDItaly
Cycling Track,sydney-2000,points race women,Women,SILVER,Athlete,netherlands,NL,NED,Cycling Tracksydney-2000WomenSILVERNetherlands
Cycling Track,sydney-2000,points race women,Women,BRONZE,Athlete,russia,RU,RUS,Cycling Tracksydney-2000WomenBRONZERussian Federation
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,australia,AU,AUS,Cycling Tracksydney-2000MenGOLDAustralia
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,belgium,BE,BEL,Cycling Tracksydney-2000MenSILVERBelgium
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,italy,IT,ITA,Cycling Tracksydney-2000MenBRONZEItaly
Cycling Track,sydney-2000,sprint women,Women,SILVER,Athlete,russia,RU,RUS,Cycling Tracksydney-2000WomenSILVERRussian Federation
Cycling Track,sydney-2000,sprint women,Women,BRONZE,Athlete,ukraine,UA,UKR,Cycling Tracksydney-2000WomenBRONZEUkraine
Cycling Track,sydney-2000,Olympic Sprint men,Men,SILVER,GameTeam,united kingdom,GB,GBR,Cycling Tracksydney-2000MenSILVERGreat Britain
Cycling Track,sydney-2000,individual pursuit women,Women,GOLD,Athlete,netherlands,NL,NED,Cycling Tracksydney-2000WomenGOLDNetherlands
Cycling Track,sydney-2000,individual pursuit women,Women,SILVER,Athlete,france,FR,FRA,Cycling Tracksydney-2000WomenSILVERFrance
Cycling Track,sydney-2000,individual pursuit women,Women,BRONZE,Athlete,united kingdom,GB,GBR,Cycling Tracksydney-2000WomenBRONZEGreat Britain
Table Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,china,CN,CHN,Table Tennissydney-2000MenGOLDPeople's Republic of China
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,china,CN,CHN,Table Tennissydney-2000MenSILVERPeople's Republic of China
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,france,FR,FRA,Table Tennissydney-2000MenBRONZEFrance
Table Tennis,sydney-2000,Singles women,Women,GOLD,Athlete,china,CN,CHN,Table Tennissydney-2000WomenGOLDPeople's Republic of China
Table Tennis,sydney-2000,Singles women,Women,SILVER,Athlete,china,CN,CHN,Table Tennissydney-2000WomenSILVERPeople's Republic of China
Table Tennis,sydney-2000,Singles women,Women,BRONZE,Athlete,taiwan,TW,TPE,Table Tennissydney-2000WomenBRONZEChinese Taipei
Table Tennis,sydney-2000,Singles men,Men,SILVER,Athlete,sweden,SE,SWE,Table Tennissydney-2000MenSILVERSweden
Table Tennis,sydney-2000,Singles men,Men,BRONZE,Athlete,china,CN,CHN,Table Tennissydney-2000MenBRONZEPeople's Republic of China
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,south korea,KR,KOR,Table Tennissydney-2000WomenBRONZERepublic of Korea
Equestrian Jumping,sydney-2000,individual mixed,Open,GOLD,Athlete,netherlands,NL,NED,Equestrian Jumpingsydney-2000OpenGOLDNetherlands
Equestrian Jumping,sydney-2000,individual mixed,Open,SILVER,Athlete,netherlands,NL,NED,Equestrian Jumpingsydney-2000OpenSILVERNetherlands
Equestrian Jumping,sydney-2000,individual mixed,Open,BRONZE,Athlete,saudi arabia,SA,KSA,Equestrian Jumpingsydney-2000OpenBRONZESaudi Arabia
Equestrian Jumping,sydney-2000,team mixed,Open,GOLD,GameTeam,germany,DE,GER,Equestrian Jumpingsydney-2000OpenGOLDGermany
Equestrian Jumping,sydney-2000,team mixed,Open,SILVER,GameTeam,switzerland,CH,SUI,Equestrian Jumpingsydney-2000OpenSILVERSwitzerland
Equestrian Jumping,sydney-2000,team mixed,Open,BRONZE,GameTeam,brazil,BR,BRA,Equestrian Jumpingsydney-2000OpenBRONZEBrazil
Water Polo,sydney-2000,water polo women,Women,GOLD,GameTeam,australia,AU,AUS,Water Polosydney-2000WomenGOLDAustralia
Water Polo,sydney-2000,water polo women,Women,SILVER,GameTeam,united states,US,USA,Water Polosydney-2000WomenSILVERUnited States of America
Water Polo,sydney-2000,water polo women,Women,BRONZE,GameTeam,russia,RU,RUS,Water Polosydney-2000WomenBRONZERussian Federation
Water Polo,sydney-2000,water polo men,Men,GOLD,GameTeam,hungary,HU,HUN,Water Polosydney-2000MenGOLDHungary
Water Polo,sydney-2000,water polo men,Men,SILVER,GameTeam,russia,RU,RUS,Water Polosydney-2000MenSILVERRussian Federation
Water Polo,sydney-2000,water polo men,Men,BRONZE,GameTeam,serbia,CSXX,SCG,Water Polosydney-2000MenBRONZESerbia and Montenegro
Gymnastics Artistic,sydney-2000,team competition women,Women,GOLD,GameTeam,romania,RO,ROU,Gymnastics Artisticsydney-2000WomenGOLDRomania
Gymnastics Artistic,sydney-2000,team competition women,Women,SILVER,GameTeam,russia,RU,RUS,Gymnastics Artisticsydney-2000WomenSILVERRussian Federation
Gymnastics Artistic,sydney-2000,team competition women,Women,BRONZE,GameTeam,united states,US,USA,Gymnastics Artisticsydney-2000WomenBRONZEUnited States of America
Gymnastics Artistic,sydney-2000,parallel bars men,Men,GOLD,Athlete,china,CN,CHN,Gymnastics Artisticsydney-2000MenGOLDPeople's Republic of China
Gymnastics Artistic,sydney-2000,parallel bars men,Men,SILVER,Athlete,south korea,KR,KOR,Gymnastics Artisticsydney-2000MenSILVERRepublic of Korea
Gymnastics Artistic,sydney-2000,parallel bars men,Men,BRONZE,Athlete,russia,RU,RUS,Gymnastics Artisticsydney-2000MenBRONZERussian Federation
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,GOLD,Athlete,russia,RU,RUS,Gymnastics Artisticsydney-2000MenGOLDRussian Federation
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,SILVER,Athlete,france,FR,FRA,Gymnastics Artisticsydney-2000MenSILVERFrance
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,BRONZE,Athlete,south korea,KR,KOR,Gymnastics Artisticsydney-2000MenBRONZERepublic of Korea
Gymnastics Artistic,sydney-2000,rings men,Men,GOLD,Athlete,hungary,HU,HUN,Gymnastics Artisticsydney-2000MenGOLDHungary
Gymnastics Artistic,sydney-2000,rings men,Men,SILVER,Athlete,greece,GR,GRE,Gymnastics Artisticsydney-2000MenSILVERGreece
Gymnastics Artistic,sydney-2000,rings men,Men,BRONZE,Athlete,bulgaria,BG,BUL,Gymnastics Artisticsydney-2000MenBRONZEBulgaria
Gymnastics Artistic,sydney-2000,floor exercises women,Women,GOLD,Athlete,russia,RU,RUS,Gymnastics Artisticsydney-2000WomenGOLDRussian Federation
Gymnastics Artistic,sydney-2000,floor exercises women,Women,BRONZE,Athlete,romania,RO,ROU,Gymnastics Artisticsydney-2000WomenBRONZERomania
Gymnastics Artistic,sydney-2000,uneven bars women,Women,SILVER,Athlete,china,CN,CHN,Gymnastics Artisticsydney-2000WomenSILVERPeople's Republic of China
Gymnastics Artistic,sydney-2000,uneven bars women,Women,BRONZE,Athlete,china,CN,CHN,Gymnastics Artisticsydney-2000WomenBRONZEPeople's Republic of China
Gymnastics Artistic,sydney-2000,floor exercises men,Men,GOLD,Athlete,latvia,LV,LAT,Gymnastics Artisticsydney-2000MenGOLDLatvia
Gymnastics Artistic,sydney-2000,floor exercises men,Men,SILVER,Athlete,russia,RU,RUS,Gymnastics Artisticsydney-2000MenSILVERRussian Federation
Gymnastics Artistic,sydney-2000,individual all-round men,Men,SILVER,Athlete,china,CN,CHN,Gymnastics Artisticsydney-2000MenSILVERPeople's Republic of China
Gymnastics Artistic,sydney-2000,individual all-round men,Men,BRONZE,Athlete,ukraine,UA,UKR,Gymnastics Artisticsydney-2000MenBRONZEUkraine
Gymnastics Artistic,sydney-2000,vault women,Women,SILVER,Athlete,romania,RO,ROU,Gymnastics Artisticsydney-2000WomenSILVERRomania
Gymnastics Artistic,sydney-2000,vault women,Women,BRONZE,Athlete,russia,RU,RUS,Gymnastics Artisticsydney-2000WomenBRONZERussian Federation
Gymnastics Artistic,sydney-2000,vault men,Men,GOLD,Athlete,spain,ES,ESP,Gymnastics Artisticsydney-2000MenGOLDSpain
Gymnastics Artistic,sydney-2000,vault men,Men,BRONZE,Athlete,poland,PL,POL,Gymnastics Artisticsydney-2000MenBRONZEPoland
Gymnastics Artistic,sydney-2000,balance beam women,Women,GOLD,Athlete,china,CN,CHN,Gymnastics Artisticsydney-2000WomenGOLDPeople's Republic of China
Gymnastics Artistic,sydney-2000,pommel horse men,Men,GOLD,Athlete,romania,RO,ROU,Gymnastics Artisticsydney-2000MenGOLDRomania
Gymnastics Artistic,sydney-2000,team competition men,Men,SILVER,GameTeam,ukraine,UA,UKR,Gymnastics Artisticsydney-2000MenSILVERUkraine
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (≤54 kilograms) Men",Men,GOLD,Athlete,south korea,KR,KOR,Wrestlingsydney-2000MenGOLDRepublic of Korea
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (≤54 kilograms) Men",Men,SILVER,Athlete,cuba,CU,CUB,Wrestlingsydney-2000MenSILVERCuba
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (≤54 kilograms) Men",Men,BRONZE,Athlete,north korea,KP,PRK,Wrestlingsydney-2000MenBRONZEDemocratic People's Republic of Korea
Wrestling,sydney-2000,"Light-Heavyweight, Freestyle (≤85 kilograms) Men",Men,GOLD,Athlete,russia,RU,RUS,Wrestlingsydney-2000MenGOLDRussian Federation
Wrestling,sydney-2000,"Light-Heavyweight, Freestyle (≤85 kilograms) Men",Men,BRONZE,Athlete,macedonia,MK,MKD,Wrestlingsydney-2000MenBRONZENorth Macedonia
Wrestling,sydney-2000,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",Men,SILVER,Athlete,uzbekistan,UZ,UZB,Wrestlingsydney-2000MenSILVERUzbekistan
Wrestling,sydney-2000,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",Men,BRONZE,Athlete,cuba,CU,CUB,Wrestlingsydney-2000MenBRONZECuba
Wrestling,sydney-2000,"Super-Heavyweight, Greco-Roman (≤130 kilograms) Men",Men,GOLD,Athlete,united states,US,USA,Wrestlingsydney-2000MenGOLDUnited States of America
Wrestling,sydney-2000,"Super-Heavyweight, Greco-Roman (≤130 kilograms) Men",Men,SILVER,Athlete,russia,RU,RUS,Wrestlingsydney-2000MenSILVERRussian Federation
Wrestling,sydney-2000,"Super-Heavyweight, Greco-Roman (≤130 kilograms) Men",Men,BRONZE,Athlete,belarus,BY,BLR,Wrestlingsydney-2000MenBRONZEBelarus
Wrestling,sydney-2000,"Light-Heavyweight, Greco-Roman (≤85 kilograms) Men",Men,GOLD,Athlete,turkey,TR,TUR,Wrestlingsydney-2000MenGOLDTurkey
Wrestling,sydney-2000,"Light-Heavyweight, Greco-Roman (≤85 kilograms) Men",Men,SILVER,Athlete,hungary,HU,HUN,Wrestlingsydney-2000MenSILVERHungary
Wrestling,sydney-2000,"Light-Heavyweight, Greco-Roman (≤85 kilograms) Men",Men,BRONZE,Athlete,georgia,GE,GEO,Wrestlingsydney-2000MenBRONZEGeorgia
Wrestling,sydney-2000,"Middleweight, Freestyle (≤76 kilograms) Men",Men,SILVER,Athlete,south korea,KR,KOR,Wrestlingsydney-2000MenSILVERRepublic of Korea
Wrestling,sydney-2000,"Middleweight, Freestyle (≤76 kilograms) Men",Men,BRONZE,Athlete,turkey,TR,TUR,Wrestlingsydney-2000MenBRONZETurkey
Wrestling,sydney-2000,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,GOLD,Athlete,azerbaijan,AZ,AZE,Wrestlingsydney-2000MenGOLDAzerbaijan
Wrestling,sydney-2000,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,SILVER,Athlete,united states,US,USA,Wrestlingsydney-2000MenSILVERUnited States of America
Wrestling,sydney-2000,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,BRONZE,Athlete,greece,GR,GRE,Wrestlingsydney-2000MenBRONZEGreece
Wrestling,sydney-2000,"Welterweight, Freestyle (≤69 kilograms) Men",Men,GOLD,Athlete,canada,CA,CAN,Wrestlingsydney-2000MenGOLDCanada
Wrestling,sydney-2000,"Welterweight, Freestyle (≤69 kilograms) Men",Men,BRONZE,Athlete,united states,US,USA,Wrestlingsydney-2000MenBRONZEUnited States of America
Wrestling,sydney-2000,"Welterweight, Greco-Roman (≤69 kilograms) Men",Men,GOLD,Athlete,cuba,CU,CUB,Wrestlingsydney-2000MenGOLDCuba
Wrestling,sydney-2000,"Welterweight, Greco-Roman (≤69 kilograms) Men",Men,SILVER,Athlete,japan,JP,JPN,Wrestlingsydney-2000MenSILVERJapan
Wrestling,sydney-2000,"Welterweight, Greco-Roman (≤69 kilograms) Men",Men,BRONZE,Athlete,russia,RU,RUS,Wrestlingsydney-2000MenBRONZERussian Federation
Wrestling,sydney-2000,"Featherweight, Greco-Roman (≤58 kilograms) Men",Men,GOLD,Athlete,bulgaria,BG,BUL,Wrestlingsydney-2000MenGOLDBulgaria
Wrestling,sydney-2000,"Featherweight, Greco-Roman (≤58 kilograms) Men",Men,BRONZE,Athlete,china,CN,CHN,Wrestlingsydney-2000MenBRONZEPeople's Republic of China
Wrestling,sydney-2000,"Heavyweight, Freestyle (>97 kilograms) Men",Men,SILVER,Athlete,kazakhstan,KZ,KAZ,Wrestlingsydney-2000MenSILVERKazakhstan
Wrestling,sydney-2000,"Lightweight, Freestyle (≤63 kilograms) Men",Men,SILVER,Athlete,bulgaria,BG,BUL,Wrestlingsydney-2000MenSILVERBulgaria
Wrestling,sydney-2000,"Lightweight, Freestyle (≤63 kilograms) Men",Men,BRONZE,Athlete,south korea,KR,KOR,Wrestlingsydney-2000MenBRONZERepublic of Korea
Wrestling,sydney-2000,"Heavyweight, Greco-Roman (>97 kilograms) Men",Men,GOLD,Athlete,sweden,SE,SWE,Wrestlingsydney-2000MenGOLDSweden
Wrestling,sydney-2000,"Heavyweight, Greco-Roman (>97 kilograms) Men",Men,SILVER,Athlete,ukraine,UA,UKR,Wrestlingsydney-2000MenSILVERUkraine
Wrestling,sydney-2000,"Middleweight, Greco-Roman (≤76 kilograms) Men",Men,BRONZE,Athlete,finland,FI,FIN,Wrestlingsydney-2000MenBRONZEFinland
Wrestling,sydney-2000,"Featherweight, Freestyle (≤58 kilograms) Men",Men,GOLD,Athlete,iran,IR,IRI,Wrestlingsydney-2000MenGOLDIslamic Republic of Iran
Football,sydney-2000,football women,Women,GOLD,GameTeam,norway,NO,NOR,Footballsydney-2000WomenGOLDNorway
Football,sydney-2000,football women,Women,SILVER,GameTeam,united states,US,USA,Footballsydney-2000WomenSILVERUnited States of America
Football,sydney-2000,football women,Women,BRONZE,GameTeam,germany,DE,GER,Footballsydney-2000WomenBRONZEGermany
Football,sydney-2000,football men,Men,GOLD,GameTeam,cameroon,CM,CMR,Footballsydney-2000MenGOLDCameroon
Football,sydney-2000,football men,Men,SILVER,GameTeam,spain,ES,ESP,Footballsydney-2000MenSILVERSpain
Football,sydney-2000,football men,Men,BRONZE,GameTeam,chile,CL,CHI,Footballsydney-2000MenBRONZEChile
Canoe Sprint,sydney-2000,K1 1000m kayak single men,Men,GOLD,Athlete,norway,NO,NOR,Canoe Sprintsydney-2000MenGOLDNorway
Canoe Sprint,sydney-2000,K1 1000m kayak single men,Men,SILVER,Athlete,bulgaria,BG,BUL,Canoe Sprintsydney-2000MenSILVERBulgaria
Canoe Sprint,sydney-2000,K1 1000m kayak single men,Men,BRONZE,Athlete,united kingdom,GB,GBR,Canoe Sprintsydney-2000MenBRONZEGreat Britain
Canoe Sprint,sydney-2000,K4 500m kayak four women,Women,GOLD,GameTeam,germany,DE,GER,Canoe Sprintsydney-2000WomenGOLDGermany
Canoe Sprint,sydney-2000,K4 500m kayak four women,Women,SILVER,GameTeam,hungary,HU,HUN,Canoe Sprintsydney-2000WomenSILVERHungary
Canoe Sprint,sydney-2000,K4 500m kayak four women,Women,BRONZE,GameTeam,romania,RO,ROU,Canoe Sprintsydney-2000WomenBRONZERomania
Canoe Sprint,sydney-2000,K1 500m kayak single men,Men,BRONZE,Athlete,israel,IL,ISR,Canoe Sprintsydney-2000MenBRONZEIsrael
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,GOLD,GameTeam,hungary,HU,HUN,Canoe Sprintsydney-2000MenGOLDHungary
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,SILVER,GameTeam,poland,PL,POL,Canoe Sprintsydney-2000MenSILVERPoland
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,BRONZE,GameTeam,romania,RO,ROU,Canoe Sprintsydney-2000MenBRONZERomania
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,GOLD,GameTeam,italy,IT,ITA,Canoe Sprintsydney-2000MenGOLDItaly
