discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,country_name,country_code,country_3_letter_code,index_code
Cross Country Skiing,sochi-2014,Relay 4x5km women,Women,BRONZE,GameTeam,germany,DE,GER,Cross Country Skiingsochi-2014WomenBRONZEGermany
Cross Country Skiing,sochi-2014,Team sprint women,Women,GOLD,GameTeam,norway,NO,NOR,Cross Country Skiingsochi-2014WomenGOLDNorway
Cross Country Skiing,sochi-2014,Team sprint women,Women,BRONZE,GameTeam,sweden,SE,SWE,Cross Country Skiingsochi-2014WomenBRONZESweden
Cross Country Skiing,sochi-2014,Sprint 15km men,Men,GOLD,Athlete,norway,NO,NOR,Cross Country Skiingsochi-2014MenGOLDNorway
Cross Country Skiing,sochi-2014,Relay 4x10km men,Men,GOLD,GameTeam,sweden,SE,SWE,Cross Country Skiingsochi-2014MenGOLDSweden
Cross Country Skiing,sochi-2014,Relay 4x10km men,Men,BRONZE,GameTeam,france,FR,FRA,Cross Country Skiingsochi-2014MenBRONZEFrance
Cross Country Skiing,sochi-2014,Skiathlon 7.5+7.5km women,Women,SILVER,Athlete,sweden,SE,SWE,Cross Country Skiingsochi-2014WomenSILVERSweden
Cross Country Skiing,sochi-2014,Skiathlon 7.5+7.5km women,Women,BRONZE,Athlete,norway,NO,NOR,Cross Country Skiingsochi-2014WomenBRONZENorway
Cross Country Skiing,sochi-2014,50km men,Men,GOLD,Athlete,russia,RU,RUS,Cross Country Skiingsochi-2014MenGOLDRussian Federation
Cross Country Skiing,sochi-2014,50km men,Men,BRONZE,Athlete,russia,RU,RUS,Cross Country Skiingsochi-2014MenBRONZERussian Federation
Cross Country Skiing,sochi-2014,10km women,Women,GOLD,Athlete,poland,PL,POL,Cross Country Skiingsochi-2014WomenGOLDPoland
Cross Country Skiing,sochi-2014,sprint 15km women,Women,SILVER,Athlete,norway,NO,NOR,Cross Country Skiingsochi-2014WomenSILVERNorway
Cross Country Skiing,sochi-2014,sprint 15km women,Women,BRONZE,Athlete,slovenia,SI,SLO,Cross Country Skiingsochi-2014WomenBRONZESlovenia
Figure skating,sochi-2014,Ice dancing mixed,Mixed,GOLD,GameTeam,united states,US,USA,Figure skatingsochi-2014MixedGOLDUnited States of America
Figure skating,sochi-2014,Ice dancing mixed,Mixed,SILVER,GameTeam,canada,CA,CAN,Figure skatingsochi-2014MixedSILVERCanada
Figure skating,sochi-2014,Ice dancing mixed,Mixed,BRONZE,GameTeam,russia,RU,RUS,Figure skatingsochi-2014MixedBRONZERussian Federation
Figure skating,sochi-2014,team mixed,Mixed,GOLD,GameTeam,russia,RU,RUS,Figure skatingsochi-2014MixedGOLDRussian Federation
Figure skating,sochi-2014,team mixed,Mixed,BRONZE,GameTeam,united states,US,USA,Figure skatingsochi-2014MixedBRONZEUnited States of America
Figure skating,sochi-2014,Pairs mixed,Mixed,SILVER,GameTeam,russia,RU,RUS,Figure skatingsochi-2014MixedSILVERRussian Federation
Figure skating,sochi-2014,Pairs mixed,Mixed,BRONZE,GameTeam,germany,DE,GER,Figure skatingsochi-2014MixedBRONZEGermany
Figure skating,sochi-2014,Individual women,Women,GOLD,Athlete,russia,RU,RUS,Figure skatingsochi-2014WomenGOLDRussian Federation
Figure skating,sochi-2014,Individual women,Women,SILVER,Athlete,south korea,KR,KOR,Figure skatingsochi-2014WomenSILVERRepublic of Korea
Figure skating,sochi-2014,Individual women,Women,BRONZE,Athlete,italy,IT,ITA,Figure skatingsochi-2014WomenBRONZEItaly
Figure skating,sochi-2014,Individual men,Men,GOLD,Athlete,japan,JP,JPN,Figure skatingsochi-2014MenGOLDJapan
Figure skating,sochi-2014,Individual men,Men,SILVER,Athlete,canada,CA,CAN,Figure skatingsochi-2014MenSILVERCanada
Figure skating,sochi-2014,Individual men,Men,BRONZE,Athlete,kazakhstan,KZ,KAZ,Figure skatingsochi-2014MenBRONZEKazakhstan
Ski Jumping,sochi-2014,Teams men,Men,GOLD,GameTeam,germany,DE,GER,Ski Jumpingsochi-2014MenGOLDGermany
Ski Jumping,sochi-2014,Teams men,Men,SILVER,GameTeam,austria,AT,AUT,Ski Jumpingsochi-2014MenSILVERAustria
Ski Jumping,sochi-2014,Teams men,Men,BRONZE,GameTeam,japan,JP,JPN,Ski Jumpingsochi-2014MenBRONZEJapan
Ski Jumping,sochi-2014,Normal Hill Individual men,Men,GOLD,Athlete,poland,PL,POL,Ski Jumpingsochi-2014MenGOLDPoland
Ski Jumping,sochi-2014,Normal Hill Individual men,Men,SILVER,Athlete,slovenia,SI,SLO,Ski Jumpingsochi-2014MenSILVERSlovenia
Ski Jumping,sochi-2014,Normal Hill Individual men,Men,BRONZE,Athlete,norway,NO,NOR,Ski Jumpingsochi-2014MenBRONZENorway
Ski Jumping,sochi-2014,Normal Hill Individual women,Women,GOLD,Athlete,germany,DE,GER,Ski Jumpingsochi-2014WomenGOLDGermany
Ski Jumping,sochi-2014,Normal Hill Individual women,Women,SILVER,Athlete,austria,AT,AUT,Ski Jumpingsochi-2014WomenSILVERAustria
Ski Jumping,sochi-2014,Normal Hill Individual women,Women,BRONZE,Athlete,france,FR,FRA,Ski Jumpingsochi-2014WomenBRONZEFrance
Ski Jumping,sochi-2014,Large Hill Individual men,Men,SILVER,Athlete,japan,JP,JPN,Ski Jumpingsochi-2014MenSILVERJapan
Ski Jumping,sochi-2014,Large Hill Individual men,Men,BRONZE,Athlete,slovenia,SI,SLO,Ski Jumpingsochi-2014MenBRONZESlovenia
Snowboard,sochi-2014,Parallel slalom women,Women,GOLD,Athlete,austria,AT,AUT,Snowboardsochi-2014WomenGOLDAustria
Snowboard,sochi-2014,Parallel slalom women,Women,SILVER,Athlete,germany,DE,GER,Snowboardsochi-2014WomenSILVERGermany
Snowboard,sochi-2014,Parallel slalom women,Women,BRONZE,Athlete,germany,DE,GER,Snowboardsochi-2014WomenBRONZEGermany
Snowboard,sochi-2014,Half-pipe women,Women,GOLD,Athlete,united states,US,USA,Snowboardsochi-2014WomenGOLDUnited States of America
Snowboard,sochi-2014,Half-pipe women,Women,SILVER,Athlete,australia,AU,AUS,Snowboardsochi-2014WomenSILVERAustralia
Snowboard,sochi-2014,Half-pipe women,Women,BRONZE,Athlete,united states,US,USA,Snowboardsochi-2014WomenBRONZEUnited States of America
Snowboard,sochi-2014,Giant parallel slalom women,Women,GOLD,Athlete,switzerland,CH,SUI,Snowboardsochi-2014WomenGOLDSwitzerland
Snowboard,sochi-2014,Giant parallel slalom women,Women,SILVER,Athlete,japan,JP,JPN,Snowboardsochi-2014WomenSILVERJapan
Snowboard,sochi-2014,Giant parallel slalom women,Women,BRONZE,Athlete,russia,RU,RUS,Snowboardsochi-2014WomenBRONZERussian Federation
Snowboard,sochi-2014,Slopestyle women,Women,SILVER,Athlete,finland,FI,FIN,Snowboardsochi-2014WomenSILVERFinland
Snowboard,sochi-2014,Slopestyle women,Women,BRONZE,Athlete,united kingdom,GB,GBR,Snowboardsochi-2014WomenBRONZEGreat Britain
Snowboard,sochi-2014,Snowboard Cross women,Women,GOLD,Athlete,czech republic,CZ,CZE,Snowboardsochi-2014WomenGOLDCzech Republic
Snowboard,sochi-2014,Snowboard Cross women,Women,SILVER,Athlete,canada,CA,CAN,Snowboardsochi-2014WomenSILVERCanada
Snowboard,sochi-2014,Snowboard Cross women,Women,BRONZE,Athlete,france,FR,FRA,Snowboardsochi-2014WomenBRONZEFrance
Snowboard,sochi-2014,Giant parallel slalom men,Men,GOLD,Athlete,russia,RU,RUS,Snowboardsochi-2014MenGOLDRussian Federation
Snowboard,sochi-2014,Giant parallel slalom men,Men,SILVER,Athlete,switzerland,CH,SUI,Snowboardsochi-2014MenSILVERSwitzerland
Snowboard,sochi-2014,Giant parallel slalom men,Men,BRONZE,Athlete,slovenia,SI,SLO,Snowboardsochi-2014MenBRONZESlovenia
Snowboard,sochi-2014,Parallel slalom men,Men,SILVER,Athlete,slovenia,SI,SLO,Snowboardsochi-2014MenSILVERSlovenia
Snowboard,sochi-2014,Parallel slalom men,Men,BRONZE,Athlete,austria,AT,AUT,Snowboardsochi-2014MenBRONZEAustria
Snowboard,sochi-2014,Half-pipe men,Men,GOLD,Athlete,switzerland,CH,SUI,Snowboardsochi-2014MenGOLDSwitzerland
Snowboard,sochi-2014,Half-pipe men,Men,SILVER,Athlete,japan,JP,JPN,Snowboardsochi-2014MenSILVERJapan
Snowboard,sochi-2014,Half-pipe men,Men,BRONZE,Athlete,japan,JP,JPN,Snowboardsochi-2014MenBRONZEJapan
Snowboard,sochi-2014,Slopestyle men,Men,GOLD,Athlete,united states,US,USA,Snowboardsochi-2014MenGOLDUnited States of America
Snowboard,sochi-2014,Slopestyle men,Men,SILVER,Athlete,norway,NO,NOR,Snowboardsochi-2014MenSILVERNorway
Snowboard,sochi-2014,Slopestyle men,Men,BRONZE,Athlete,canada,CA,CAN,Snowboardsochi-2014MenBRONZECanada
Snowboard,sochi-2014,Snowboard Cross men,Men,GOLD,Athlete,france,FR,FRA,Snowboardsochi-2014MenGOLDFrance
Snowboard,sochi-2014,Snowboard Cross men,Men,SILVER,Athlete,russia,RU,RUS,Snowboardsochi-2014MenSILVERRussian Federation
Snowboard,sochi-2014,Snowboard Cross men,Men,BRONZE,Athlete,united states,US,USA,Snowboardsochi-2014MenBRONZEUnited States of America
Skeleton,sochi-2014,Individual men,Men,GOLD,Athlete,russia,RU,RUS,Skeletonsochi-2014MenGOLDRussian Federation
Skeleton,sochi-2014,Individual men,Men,SILVER,Athlete,latvia,LV,LAT,Skeletonsochi-2014MenSILVERLatvia
Skeleton,sochi-2014,Individual men,Men,BRONZE,Athlete,united states,US,USA,Skeletonsochi-2014MenBRONZEUnited States of America
Skeleton,sochi-2014,Individual women,Women,GOLD,Athlete,united kingdom,GB,GBR,Skeletonsochi-2014WomenGOLDGreat Britain
Skeleton,sochi-2014,Individual women,Women,SILVER,Athlete,united states,US,USA,Skeletonsochi-2014WomenSILVERUnited States of America
Skeleton,sochi-2014,Individual women,Women,BRONZE,Athlete,russia,RU,RUS,Skeletonsochi-2014WomenBRONZERussian Federation
Luge,sochi-2014,Singles women,Women,GOLD,Athlete,germany,DE,GER,Lugesochi-2014WomenGOLDGermany
Luge,sochi-2014,Singles women,Women,SILVER,Athlete,germany,DE,GER,Lugesochi-2014WomenSILVERGermany
Luge,sochi-2014,Singles women,Women,BRONZE,Athlete,united states,US,USA,Lugesochi-2014WomenBRONZEUnited States of America
Luge,sochi-2014,Mixed Team Relay mixed,Mixed,GOLD,GameTeam,germany,DE,GER,Lugesochi-2014MixedGOLDGermany
Luge,sochi-2014,Mixed Team Relay mixed,Mixed,SILVER,GameTeam,russia,RU,RUS,Lugesochi-2014MixedSILVERRussian Federation
Luge,sochi-2014,Mixed Team Relay mixed,Mixed,BRONZE,GameTeam,latvia,LV,LAT,Lugesochi-2014MixedBRONZELatvia
Luge,sochi-2014,Doubles mixed,Open,GOLD,GameTeam,germany,DE,GER,Lugesochi-2014OpenGOLDGermany
Luge,sochi-2014,Doubles mixed,Open,SILVER,GameTeam,austria,AT,AUT,Lugesochi-2014OpenSILVERAustria
Luge,sochi-2014,Doubles mixed,Open,BRONZE,GameTeam,latvia,LV,LAT,Lugesochi-2014OpenBRONZELatvia
Luge,sochi-2014,Singles men,Men,GOLD,Athlete,germany,DE,GER,Lugesochi-2014MenGOLDGermany
Luge,sochi-2014,Singles men,Men,SILVER,Athlete,russia,RU,RUS,Lugesochi-2014MenSILVERRussian Federation
Luge,sochi-2014,Singles men,Men,BRONZE,Athlete,italy,IT,ITA,Lugesochi-2014MenBRONZEItaly
Freestyle Skiing,sochi-2014,Ski Cross men,Men,GOLD,Athlete,france,FR,FRA,Freestyle Skiingsochi-2014MenGOLDFrance
Freestyle Skiing,sochi-2014,Ski Cross men,Men,SILVER,Athlete,france,FR,FRA,Freestyle Skiingsochi-2014MenSILVERFrance
Freestyle Skiing,sochi-2014,Ski Cross men,Men,BRONZE,Athlete,france,FR,FRA,Freestyle Skiingsochi-2014MenBRONZEFrance
Freestyle Skiing,sochi-2014,Ski Halfpipe men,Men,GOLD,Athlete,united states,US,USA,Freestyle Skiingsochi-2014MenGOLDUnited States of America
Freestyle Skiing,sochi-2014,Ski Halfpipe men,Men,SILVER,Athlete,canada,CA,CAN,Freestyle Skiingsochi-2014MenSILVERCanada
Freestyle Skiing,sochi-2014,Aerials men,Men,GOLD,Athlete,belarus,BY,BLR,Freestyle Skiingsochi-2014MenGOLDBelarus
Freestyle Skiing,sochi-2014,Aerials men,Men,SILVER,Athlete,australia,AU,AUS,Freestyle Skiingsochi-2014MenSILVERAustralia
Freestyle Skiing,sochi-2014,Aerials men,Men,BRONZE,Athlete,china,CN,CHN,Freestyle Skiingsochi-2014MenBRONZEPeople's Republic of China
Freestyle Skiing,sochi-2014,Ski Slopestyle women,Women,GOLD,Athlete,canada,CA,CAN,Freestyle Skiingsochi-2014WomenGOLDCanada
Freestyle Skiing,sochi-2014,Ski Slopestyle women,Women,SILVER,Athlete,united states,US,USA,Freestyle Skiingsochi-2014WomenSILVERUnited States of America
Freestyle Skiing,sochi-2014,Ski Slopestyle women,Women,BRONZE,Athlete,canada,CA,CAN,Freestyle Skiingsochi-2014WomenBRONZECanada
Freestyle Skiing,sochi-2014,Ski Halfpipe women,Women,GOLD,Athlete,united states,US,USA,Freestyle Skiingsochi-2014WomenGOLDUnited States of America
Freestyle Skiing,sochi-2014,Ski Halfpipe women,Women,SILVER,Athlete,france,FR,FRA,Freestyle Skiingsochi-2014WomenSILVERFrance
Freestyle Skiing,sochi-2014,Ski Halfpipe women,Women,BRONZE,Athlete,japan,JP,JPN,Freestyle Skiingsochi-2014WomenBRONZEJapan
Freestyle Skiing,sochi-2014,Moguls men,Men,GOLD,Athlete,canada,CA,CAN,Freestyle Skiingsochi-2014MenGOLDCanada
Freestyle Skiing,sochi-2014,Moguls men,Men,BRONZE,Athlete,russia,RU,RUS,Freestyle Skiingsochi-2014MenBRONZERussian Federation
Freestyle Skiing,sochi-2014,Moguls women,Women,SILVER,Athlete,canada,CA,CAN,Freestyle Skiingsochi-2014WomenSILVERCanada
Freestyle Skiing,sochi-2014,Moguls women,Women,BRONZE,Athlete,united states,US,USA,Freestyle Skiingsochi-2014WomenBRONZEUnited States of America
Freestyle Skiing,sochi-2014,Aerials women,Women,GOLD,Athlete,belarus,BY,BLR,Freestyle Skiingsochi-2014WomenGOLDBelarus
Freestyle Skiing,sochi-2014,Aerials women,Women,SILVER,Athlete,china,CN,CHN,Freestyle Skiingsochi-2014WomenSILVERPeople's Republic of China
Freestyle Skiing,sochi-2014,Aerials women,Women,BRONZE,Athlete,australia,AU,AUS,Freestyle Skiingsochi-2014WomenBRONZEAustralia
Freestyle Skiing,sochi-2014,Ski Slopestyle men,Men,SILVER,Athlete,united states,US,USA,Freestyle Skiingsochi-2014MenSILVERUnited States of America
Freestyle Skiing,sochi-2014,Ski Slopestyle men,Men,BRONZE,Athlete,united states,US,USA,Freestyle Skiingsochi-2014MenBRONZEUnited States of America
Freestyle Skiing,sochi-2014,Ski Cross women,Women,BRONZE,Athlete,sweden,SE,SWE,Freestyle Skiingsochi-2014WomenBRONZESweden
Ice Hockey,sochi-2014,ice hockey men,Men,GOLD,GameTeam,canada,CA,CAN,Ice Hockeysochi-2014MenGOLDCanada
Ice Hockey,sochi-2014,ice hockey men,Men,SILVER,GameTeam,sweden,SE,SWE,Ice Hockeysochi-2014MenSILVERSweden
Ice Hockey,sochi-2014,ice hockey men,Men,BRONZE,GameTeam,finland,FI,FIN,Ice Hockeysochi-2014MenBRONZEFinland
Ice Hockey,sochi-2014,ice hockey women,Women,GOLD,GameTeam,canada,CA,CAN,Ice Hockeysochi-2014WomenGOLDCanada
Ice Hockey,sochi-2014,ice hockey women,Women,SILVER,GameTeam,united states,US,USA,Ice Hockeysochi-2014WomenSILVERUnited States of America
Ice Hockey,sochi-2014,ice hockey women,Women,BRONZE,GameTeam,switzerland,CH,SUI,Ice Hockeysochi-2014WomenBRONZESwitzerland
Swimming,london-2012,100m backstroke women,Women,GOLD,Athlete,united states,US,USA,Swimminglondon-2012WomenGOLDUnited States of America
Swimming,london-2012,100m backstroke women,Women,SILVER,Athlete,australia,AU,AUS,Swimminglondon-2012WomenSILVERAustralia
Swimming,london-2012,100m backstroke women,Women,BRONZE,Athlete,japan,JP,JPN,Swimminglondon-2012WomenBRONZEJapan
Swimming,london-2012,100m butterfly men,Men,GOLD,Athlete,united states,US,USA,Swimminglondon-2012MenGOLDUnited States of America
Swimming,london-2012,100m butterfly men,Men,SILVER,Athlete,south africa,ZA,RSA,Swimminglondon-2012MenSILVERSouth Africa
Swimming,london-2012,100m butterfly men,Men,SILVER,Athlete,russia,RU,RUS,Swimminglondon-2012MenSILVERRussian Federation
Swimming,london-2012,200m individual medley women,Women,GOLD,Athlete,china,CN,CHN,Swimminglondon-2012WomenGOLDPeople's Republic of China
Swimming,london-2012,200m individual medley women,Women,BRONZE,Athlete,united states,US,USA,Swimminglondon-2012WomenBRONZEUnited States of America
Swimming,london-2012,200m backstroke men,Men,SILVER,Athlete,japan,JP,JPN,Swimminglondon-2012MenSILVERJapan
Swimming,london-2012,200m backstroke men,Men,BRONZE,Athlete,united states,US,USA,Swimminglondon-2012MenBRONZEUnited States of America
Swimming,london-2012,100m breaststroke women,Women,GOLD,Athlete,lithuania,LT,LTU,Swimminglondon-2012WomenGOLDLithuania
Swimming,london-2012,100m breaststroke women,Women,SILVER,Athlete,united states,US,USA,Swimminglondon-2012WomenSILVERUnited States of America
Swimming,london-2012,200m breaststroke men,Men,GOLD,Athlete,hungary,HU,HUN,Swimminglondon-2012MenGOLDHungary
Swimming,london-2012,200m breaststroke men,Men,SILVER,Athlete,united kingdom,GB,GBR,Swimminglondon-2012MenSILVERGreat Britain
Swimming,london-2012,200m breaststroke men,Men,BRONZE,Athlete,japan,JP,JPN,Swimminglondon-2012MenBRONZEJapan
Swimming,london-2012,100m breaststroke men,Men,GOLD,Athlete,south africa,ZA,RSA,Swimminglondon-2012MenGOLDSouth Africa
Swimming,london-2012,100m breaststroke men,Men,SILVER,Athlete,australia,AU,AUS,Swimminglondon-2012MenSILVERAustralia
Swimming,london-2012,4x100m freestyle relay men,Men,GOLD,GameTeam,france,FR,FRA,Swimminglondon-2012MenGOLDFrance
Swimming,london-2012,4x100m freestyle relay men,Men,SILVER,GameTeam,united states,US,USA,Swimminglondon-2012MenSILVERUnited States of America
Swimming,london-2012,4x100m freestyle relay men,Men,BRONZE,GameTeam,russia,RU,RUS,Swimminglondon-2012MenBRONZERussian Federation
Swimming,london-2012,50m freestyle men,Men,BRONZE,Athlete,brazil,BR,BRA,Swimminglondon-2012MenBRONZEBrazil
Swimming,london-2012,4x100m medley relay men,Men,BRONZE,GameTeam,australia,AU,AUS,Swimminglondon-2012MenBRONZEAustralia
Swimming,london-2012,200m butterfly women,Women,SILVER,Athlete,spain,ES,ESP,Swimminglondon-2012WomenSILVERSpain
Swimming,london-2012,400m individual medley men,Men,SILVER,Athlete,brazil,BR,BRA,Swimminglondon-2012MenSILVERBrazil
Swimming,london-2012,200m freestyle women,Women,SILVER,Athlete,france,FR,FRA,Swimminglondon-2012WomenSILVERFrance
Swimming,london-2012,200m freestyle women,Women,BRONZE,Athlete,australia,AU,AUS,Swimminglondon-2012WomenBRONZEAustralia
Swimming,london-2012,4x200m freestyle relay women,Women,BRONZE,GameTeam,france,FR,FRA,Swimminglondon-2012WomenBRONZEFrance
Swimming,london-2012,200m breaststroke women,Women,SILVER,Athlete,japan,JP,JPN,Swimminglondon-2012WomenSILVERJapan
Swimming,london-2012,200m breaststroke women,Women,BRONZE,Athlete,russia,RU,RUS,Swimminglondon-2012WomenBRONZERussian Federation
Swimming,london-2012,200m individual medley men,Men,BRONZE,Athlete,hungary,HU,HUN,Swimminglondon-2012MenBRONZEHungary
Swimming,london-2012,100m butterfly women,Women,SILVER,Athlete,china,CN,CHN,Swimminglondon-2012WomenSILVERPeople's Republic of China
Swimming,london-2012,200m freestyle men,Men,SILVER,Athlete,south korea,KR,KOR,Swimminglondon-2012MenSILVERRepublic of Korea
Swimming,london-2012,200m freestyle men,Men,SILVER,Athlete,china,CN,CHN,Swimminglondon-2012MenSILVERPeople's Republic of China
Swimming,london-2012,800m freestyle women,Women,BRONZE,Athlete,united kingdom,GB,GBR,Swimminglondon-2012WomenBRONZEGreat Britain
Swimming,london-2012,4x200m freestyle relay men,Men,SILVER,GameTeam,france,FR,FRA,Swimminglondon-2012MenSILVERFrance
Swimming,london-2012,4x200m freestyle relay men,Men,BRONZE,GameTeam,china,CN,CHN,Swimminglondon-2012MenBRONZEPeople's Republic of China
Swimming,london-2012,50m freestyle women,Women,GOLD,Athlete,netherlands,NL,NED,Swimminglondon-2012WomenGOLDNetherlands
Swimming,london-2012,50m freestyle women,Women,SILVER,Athlete,belarus,BY,BLR,Swimminglondon-2012WomenSILVERBelarus
Swimming,london-2012,50m freestyle women,Women,BRONZE,Athlete,netherlands,NL,NED,Swimminglondon-2012WomenBRONZENetherlands
Swimming,london-2012,400m freestyle women,Women,GOLD,Athlete,france,FR,FRA,Swimminglondon-2012WomenGOLDFrance
Swimming,london-2012,1500m freestyle men,Men,GOLD,Athlete,china,CN,CHN,Swimminglondon-2012MenGOLDPeople's Republic of China
Swimming,london-2012,1500m freestyle men,Men,SILVER,Athlete,canada,CA,CAN,Swimminglondon-2012MenSILVERCanada
Swimming,london-2012,1500m freestyle men,Men,BRONZE,Athlete,tunisia,TN,TUN,Swimminglondon-2012MenBRONZETunisia
Swimming,london-2012,100m freestyle men,Men,BRONZE,Athlete,canada,CA,CAN,Swimminglondon-2012MenBRONZECanada
Swimming,london-2012,4x100m freestyle relay women,Women,GOLD,GameTeam,australia,AU,AUS,Swimminglondon-2012WomenGOLDAustralia
Swimming,london-2012,4x100m freestyle relay women,Women,SILVER,GameTeam,netherlands,NL,NED,Swimminglondon-2012WomenSILVERNetherlands
Swimming,london-2012,100m freestyle women,Women,BRONZE,Athlete,china,CN,CHN,Swimminglondon-2012WomenBRONZEPeople's Republic of China
Swimming,london-2012,200m backstroke women,Women,SILVER,Athlete,russia,RU,RUS,Swimminglondon-2012WomenSILVERRussian Federation
Diving,london-2012,synchronized diving 10m platform men,Men,GOLD,GameTeam,china,CN,CHN,Divinglondon-2012MenGOLDPeople's Republic of China
Diving,london-2012,synchronized diving 10m platform men,Men,SILVER,GameTeam,mexico,MX,MEX,Divinglondon-2012MenSILVERMexico
Diving,london-2012,synchronized diving 10m platform men,Men,BRONZE,GameTeam,united states,US,USA,Divinglondon-2012MenBRONZEUnited States of America
Diving,london-2012,synchronized diving 10m platform women,Women,GOLD,GameTeam,china,CN,CHN,Divinglondon-2012WomenGOLDPeople's Republic of China
Diving,london-2012,synchronized diving 10m platform women,Women,SILVER,GameTeam,mexico,MX,MEX,Divinglondon-2012WomenSILVERMexico
Diving,london-2012,synchronized diving 10m platform women,Women,BRONZE,GameTeam,canada,CA,CAN,Divinglondon-2012WomenBRONZECanada
Diving,london-2012,3m springboard men,Men,GOLD,Athlete,russia,RU,RUS,Divinglondon-2012MenGOLDRussian Federation
Diving,london-2012,3m springboard men,Men,SILVER,Athlete,china,CN,CHN,Divinglondon-2012MenSILVERPeople's Republic of China
Diving,london-2012,3m springboard men,Men,BRONZE,Athlete,china,CN,CHN,Divinglondon-2012MenBRONZEPeople's Republic of China
Diving,london-2012,synchronized diving 3m springboard women,Women,SILVER,GameTeam,united states,US,USA,Divinglondon-2012WomenSILVERUnited States of America
Diving,london-2012,10m platform women,Women,SILVER,Athlete,australia,AU,AUS,Divinglondon-2012WomenSILVERAustralia
Diving,london-2012,10m platform women,Women,BRONZE,Athlete,malaysia,MY,MAS,Divinglondon-2012WomenBRONZEMalaysia
Diving,london-2012,10m platform men,Men,GOLD,Athlete,united states,US,USA,Divinglondon-2012MenGOLDUnited States of America
Diving,london-2012,10m platform men,Men,BRONZE,Athlete,united kingdom,GB,GBR,Divinglondon-2012MenBRONZEGreat Britain
Diving,london-2012,3m springboard women,Women,SILVER,Athlete,china,CN,CHN,Divinglondon-2012WomenSILVERPeople's Republic of China
Diving,london-2012,3m springboard women,Women,BRONZE,Athlete,mexico,MX,MEX,Divinglondon-2012WomenBRONZEMexico
Diving,london-2012,synchronized diving 3m springboard men,Men,SILVER,GameTeam,russia,RU,RUS,Divinglondon-2012MenSILVERRussian Federation
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,GOLD,Athlete,switzerland,CH,SUI,Equestrian Jumpinglondon-2012OpenGOLDSwitzerland
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,SILVER,Athlete,netherlands,NL,NED,Equestrian Jumpinglondon-2012OpenSILVERNetherlands
Equestrian Jumping,london-2012,Jumping Individual mixed,Open,BRONZE,Athlete,ireland,IE,IRL,Equestrian Jumpinglondon-2012OpenBRONZEIreland
Equestrian Jumping,london-2012,Jumping Team mixed,Open,GOLD,GameTeam,united kingdom,GB,GBR,Equestrian Jumpinglondon-2012OpenGOLDGreat Britain
Equestrian Jumping,london-2012,Jumping Team mixed,Open,BRONZE,GameTeam,saudi arabia,SA,KSA,Equestrian Jumpinglondon-2012OpenBRONZESaudi Arabia
Canoe Slalom,london-2012,K1 kayak single women,Women,GOLD,Athlete,france,FR,FRA,Canoe Slalomlondon-2012WomenGOLDFrance
Canoe Slalom,london-2012,K1 kayak single women,Women,SILVER,Athlete,australia,AU,AUS,Canoe Slalomlondon-2012WomenSILVERAustralia
Canoe Slalom,london-2012,K1 kayak single women,Women,BRONZE,Athlete,spain,ES,ESP,Canoe Slalomlondon-2012WomenBRONZESpain
Canoe Slalom,london-2012,K1 kayak single men,Men,GOLD,Athlete,italy,IT,ITA,Canoe Slalomlondon-2012MenGOLDItaly
Canoe Slalom,london-2012,K1 kayak single men,Men,SILVER,Athlete,czech republic,CZ,CZE,Canoe Slalomlondon-2012MenSILVERCzech Republic
Canoe Slalom,london-2012,K1 kayak single men,Men,BRONZE,Athlete,germany,DE,GER,Canoe Slalomlondon-2012MenBRONZEGermany
Canoe Slalom,london-2012,C2 canoe double men,Men,GOLD,GameTeam,united kingdom,GB,GBR,Canoe Slalomlondon-2012MenGOLDGreat Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,SILVER,GameTeam,united kingdom,GB,GBR,Canoe Slalomlondon-2012MenSILVERGreat Britain
Canoe Slalom,london-2012,C2 canoe double men,Men,BRONZE,GameTeam,slovakia,SK,SVK,Canoe Slalomlondon-2012MenBRONZESlovakia
Canoe Slalom,london-2012,C1 canoe single men,Men,GOLD,Athlete,france,FR,FRA,Canoe Slalomlondon-2012MenGOLDFrance
Canoe Slalom,london-2012,C1 canoe single men,Men,SILVER,Athlete,germany,DE,GER,Canoe Slalomlondon-2012MenSILVERGermany
Hockey,london-2012,hockey women,Women,GOLD,GameTeam,netherlands,NL,NED,Hockeylondon-2012WomenGOLDNetherlands
Hockey,london-2012,hockey women,Women,SILVER,GameTeam,argentina,AR,ARG,Hockeylondon-2012WomenSILVERArgentina
Hockey,london-2012,hockey women,Women,BRONZE,GameTeam,united kingdom,GB,GBR,Hockeylondon-2012WomenBRONZEGreat Britain
Hockey,london-2012,hockey men,Men,GOLD,GameTeam,germany,DE,GER,Hockeylondon-2012MenGOLDGermany
Hockey,london-2012,hockey men,Men,SILVER,GameTeam,netherlands,NL,NED,Hockeylondon-2012MenSILVERNetherlands
Hockey,london-2012,hockey men,Men,BRONZE,GameTeam,australia,AU,AUS,Hockeylondon-2012MenBRONZEAustralia
Cycling Mountain Bike,london-2012,cross-country men,Men,GOLD,Athlete,czech republic,CZ,CZE,Cycling Mountain Bikelondon-2012MenGOLDCzech Republic
